record_id,risk_score,event_count,total_usage,flagged_status,user_bin_score,days_since_activity,account_type,months_since_update,membership_flag,loyalty_tier,satisfaction_score,reported_fraud_flag,account_balance,num_transactions,high_risk_flag,account_age_years,stability_rank,rule_alert_flag,violation_count,device_consistency_flag,education_level,gender_flag,employment_status,recent_alerts,weeks_since_account_open
240089,2,0,4,0,999,0,3,4,1,1,9,0,999998,995,0,6,9,0,0,1,1,2,1,0,0
240090,69,0,29,0,999,2,3,3,2,1,9,0,0,995,1,1,1,0,0,1,1,2,1,0,0
240091,2,0,4,0,999,0,3,6,2,1,9,0,999998,995,0,6,9,0,1,1,3,2,1,0,0
240092,75,0,48,0,999,1,3,1,1,1,9,0,0,995,1,5,2,0,0,1,1,2,1,0,0
240093,18,0,4,0,4,2,2,8,1,1,9,1,210,11,2,6,2,0,0,1,1,1,1,0,32
240094,23,0,4,0,999,6,3,5,1,1,9,0,0,995,1,1,2,0,0,1,1,2,1,0,0
240095,32,0,5,0,999,2,1,2,1,1,9,0,250,1,2,1,3,0,0,2,1,1,1,0,30
240096,2,0,4,0,999,0,3,4,1,1,9,1,999998,995,0,6,9,0,0,2,1,2,1,0,0
240097,45,0,27,0,999,2,1,4,1,1,9,0,2750,5,2,1,2,0,0,2,1,1,1,0,49
240098,32,0,21,0,999,6,3,2,1,1,9,0,0,995,1,1,2,0,0,2,1,2,1,0,0
240099,31,0,4,0,999,6,1,2,1,1,9,1,1740,998,2,1,2,0,0,2,1,2,2,0,52
240100,22,21,4,0,999,10,3,3,1,1,9,1,0,995,1,1,2,0,2,2,1,2,2,0,0
240101,29,0,4,0,999,2,1,1,1,1,9,0,0,11,2,2,9,0,0,2,1,1,1,0,0
240102,5,0,4,0,999,0,3,5,2,1,9,0,999998,995,0,6,2,0,0,1,3,1,1,0,0
240103,0,0,4,0,999,0,3,4,1,1,9,0,999998,995,0,6,9,0,0,2,1,2,2,0,0
240104,41,0,401,4,999,2,3,5,1,1,9,0,0,995,1,1,1,0,0,1,1,2,1,0,0
240105,46,0,4,0,999,1,3,7,1,1,9,1,0,995,1,1,2,0,0,2,1,1,2,0,0
240106,40,0,200,3,999,2,1,6,2,1,9,1,700,1,2,1,2,0,0,2,1,1,1,0,52
240107,42,0,4,0,999,2,1,3,1,1,9,0,1200,116,2,1,2,0,0,2,1,1,1,0,52
240108,9,0,35,0,999,1,3,7,1,1,9,0,999998,995,0,6,2,0,0,2,1,1,2,0,0
240109,76,0,51,0,999,6,1,2,1,1,9,0,0,108,2,1,1,0,0,1,1,1,2,0,52
240110,14,0,40,0,999,2,3,7,1,1,9,0,0,995,1,6,9,0,0,2,2,2,1,0,0
240111,23,0,4,0,999,0,1,4,2,1,9,0,0,26,2,5,2,0,0,1,3,2,1,0,48
240112,68,0,6,0,999,2,3,2,1,1,9,0,0,995,1,1,1,0,0,1,1,2,2,0,0
240113,24,0,16,0,999,6,1,6,1,1,9,0,750,5,2,6,1,0,0,1,1,1,1,0,24
240114,3,0,4,0,999,0,3,5,1,1,9,0,999998,995,0,6,9,0,0,2,1,1,1,0,0
240115,58,0,4,0,999,0,3,13,2,1,9,0,0,995,1,1,2,0,0,1,3,2,1,0,0
240116,34,0,200,3,999,0,3,11,2,1,9,1,0,995,1,1,2,0,0,2,1,2,1,0,0
240117,59,0,42,0,999,6,3,2,1,1,9,0,0,995,1,1,1,0,0,1,1,2,2,0,0
240118,51,0,19,0,999,6,1,4,1,1,9,0,0,119,2,1,1,0,0,2,1,2,2,0,52
240119,51,0,700,2,999,1,1,1,1,1,9,0,360,115,2,6,2,0,0,2,1,1,1,0,12
240120,9,0,4,0,999,0,3,5,2,1,9,0,999998,995,0,6,2,0,0,1,3,2,1,0,0
240121,17,0,4,0,999,5,3,3,1,1,2,0,0,995,1,6,1,0,0,1,1,2,1,0,0
240122,19,0,48,0,999,2,3,2,1,1,9,0,160,118,1,1,2,0,0,2,2,2,2,0,16
240123,14,0,35,0,999,2,3,6,1,1,9,0,0,995,1,6,3,0,0,2,1,2,1,0,0
240124,2,0,4,0,999,0,3,5,2,1,9,0,999998,995,0,6,9,0,0,2,1,1,1,0,0
240125,6,0,4,0,999,1,3,6,1,1,9,1,999998,995,0,6,1,0,0,1,1,1,1,0,0
240126,47,0,13,0,999,6,2,3,1,1,9,0,1500,99,2,1,2,0,0,1,1,1,2,0,21
240127,11,0,48,0,999,1,3,5,1,1,9,0,999998,995,0,6,3,0,0,2,1,2,1,0,0
240128,47,0,4,0,999,0,1,7,2,1,9,0,999998,1,2,1,1,0,0,1,3,1,1,0,20
240129,57,0,4,0,999,0,1,4,2,1,9,0,0,1,2,1,2,0,0,1,3,1,1,0,52
240130,13,0,48,0,999,1,3,5,1,1,9,0,999998,995,0,6,3,0,0,1,1,1,1,0,0
240131,11,0,4,0,999,2,3,9,2,1,9,1,999998,995,0,6,1,0,0,1,1,2,1,0,0
240132,13,0,4,0,999,2,3,14,2,1,9,1,999998,995,0,6,1,0,0,1,1,2,1,0,0
240133,18,0,4,0,999,4,3,7,1,1,9,1,0,995,1,6,2,0,0,1,1,2,2,0,0
240134,1,0,6,0,999,0,3,5,1,1,9,0,999998,995,0,6,9,0,0,1,1,1,1,0,0
240135,0,0,17,0,999,0,3,4,1,1,9,0,999998,995,0,6,9,0,0,2,1,2,1,0,0
240136,25,0,40,0,999,6,1,2,1,1,9,0,1144,126,2,1,3,0,0,1,1,2,2,0,52
240137,27,0,6,0,999,2,3,2,2,1,9,0,0,995,1,1,4,0,0,2,1,2,1,0,0
240138,11,0,4,0,999,1,3,8,1,1,9,1,999998,995,0,6,2,0,0,1,1,2,1,0,0
240139,28,0,17,0,999,6,1,1,1,2,9,0,0,995,2,2,9,0,0,1,1,2,2,0,0
240140,43,0,42,0,999,9,3,1,1,1,9,0,1400,99,1,6,2,0,0,1,1,1,2,0,52
240141,0,0,4,0,999,0,3,5,1,1,9,1,999998,995,0,6,9,0,2,2,1,2,2,0,0
240142,13,0,4,0,999,1,3,7,2,1,9,1,999998,995,0,6,2,0,0,2,1,1,1,0,0
240143,36,0,16,0,999,6,1,1,1,1,9,0,0,102,2,4,2,0,0,2,1,1,2,0,52
240144,40,0,150,2,999,3,1,1,1,1,9,0,0,109,2,6,1,0,0,1,1,1,2,0,52
240145,33,0,4,0,999,4,3,6,1,1,9,0,0,995,1,1,2,0,1,2,1,2,2,0,0
240146,48,0,18,0,999,7,3,2,1,1,9,0,0,995,1,5,2,0,0,2,1,1,2,0,0
240147,9,0,4,0,999,0,3,7,1,1,9,1,999998,995,0,6,2,0,0,2,1,2,1,0,0
240148,31,0,200,2,999,5,1,3,1,1,9,1,1300,131,2,1,2,0,0,2,1,1,1,0,44
240149,8,0,4,0,999,1,3,2,1,1,9,1,999998,995,0,6,2,0,0,2,1,1,2,0,0
240150,34,0,4,0,999,2,1,5,2,1,9,0,360,1,2,6,1,0,0,1,1,1,1,0,52
240151,0,0,4,0,999,0,3,5,1,1,9,1,999998,995,0,6,9,0,0,1,1,1,1,0,0
240152,62,0,200,3,999,2,3,4,1,1,9,1,0,995,1,5,1,0,0,1,1,2,2,0,0
240153,45,0,5,0,999,2,1,1,1,1,6,0,804,129,2,2,2,0,0,2,2,1,1,0,52
240154,12,0,4,0,999,2,3,5,1,1,9,0,999998,995,0,6,1,0,0,2,1,2,1,0,0
240155,3,0,4,0,999,99,3,4,1,1,9,0,999998,995,0,6,9,0,0,1,1,1,2,0,0
240156,22,0,46,0,14,3,2,5,1,1,9,0,0,90,2,6,1,0,0,1,1,1,2,0,48
240157,17,0,4,0,999,2,3,7,1,1,9,1,0,995,1,6,2,0,0,1,1,2,1,0,0
240158,36,0,21,0,999,6,1,2,1,1,9,0,1000,102,2,1,9,0,0,2,1,1,1,0,33
240159,54,0,4,0,999,1,3,5,1,1,9,1,0,995,1,1,1,0,0,1,1,1,2,0,0
240160,19,0,4,0,999,2,3,19,1,1,9,1,999998,995,1,6,2,0,0,1,1,2,1,0,0
240161,34,0,54,0,999,4,3,3,1,1,9,0,1440,77,1,1,3,0,0,2,1,1,2,0,52
240162,56,0,4,0,999,2,3,3,2,1,9,0,0,995,1,1,2,0,0,1,1,2,1,0,0
240163,48,0,5,0,999,2,3,4,1,1,9,0,0,995,1,1,3,0,0,2,1,2,1,0,0
240164,4,0,4,0,999,0,3,10,1,1,9,1,999998,995,0,6,9,0,0,1,1,1,1,0,0
240165,35,0,48,0,999,2,1,3,1,1,9,0,1900,5,2,1,2,0,0,1,1,1,2,0,52
240166,53,0,42,0,999,3,3,2,1,1,9,0,0,995,1,1,1,0,0,1,1,2,2,0,0
240167,1,0,4,0,999,0,3,3,1,1,9,0,999998,131,0,6,1,0,0,2,1,2,2,0,0
240168,20,0,40,0,999,2,3,2,1,1,9,0,80,995,1,1,3,0,0,2,1,2,1,0,31
240169,49,0,48,0,999,4,1,3,2,1,9,0,0,1,2,2,2,0,0,1,1,1,1,0,52
240170,1,0,4,0,999,99,3,4,1,1,9,0,999998,995,0,6,9,0,0,2,1,2,1,0,0
240171,59,0,38,0,999,4,1,4,1,1,9,0,2100,130,2,1,2,0,0,1,1,1,1,0,52
240172,52,0,25,0,999,2,3,3,1,1,9,0,0,995,1,1,2,0,0,1,1,1,1,0,0
240173,20,0,200,3,999,3,3,2,1,1,9,1,210,102,1,1,2,0,0,2,1,2,2,0,30
240174,10,0,4,0,999,2,3,10,1,1,9,0,999998,995,0,6,2,0,0,1,3,1,1,0,0
240175,15,0,48,0,999,2,3,7,1,1,9,0,0,995,1,6,3,0,0,2,1,2,1,0,0
240176,38,0,414,2,999,6,1,1,1,1,9,0,900,118,2,6,3,0,0,2,1,2,1,0,52
240177,40,0,48,0,999,2,1,2,1,1,9,0,0,108,2,1,2,0,0,1,1,1,1,0,52
240178,6,0,6,0,999,1,3,3,1,1,9,0,999998,995,0,6,2,0,0,2,1,2,2,0,0
240179,21,0,4,0,999,0,1,5,2,1,9,0,180,1,2,6,2,0,0,1,3,1,1,0,52
240180,31,0,4,0,999,3,3,6,1,1,9,1,0,995,1,1,2,0,0,2,1,2,2,0,0
240181,7,0,48,0,999,1,3,10,1,1,9,0,999998,995,0,6,9,0,0,1,1,2,1,0,0
240182,35,0,49,0,999,10,3,3,2,1,9,0,0,995,1,1,1,0,0,1,1,2,1,0,0
240183,36,0,48,0,999,2,1,5,1,1,9,0,2017,124,2,1,1,0,0,1,1,1,1,0,52
240184,60,0,37,0,999,10,3,3,1,1,9,0,0,995,1,1,1,0,0,1,1,2,2,0,0
240185,0,0,4,0,999,0,3,9,1,1,9,1,0,995,0,6,9,0,0,1,1,1,1,0,0
240186,2,0,4,0,999,0,3,5,1,1,9,1,999998,995,0,6,9,0,0,2,1,1,2,0,0
240187,26,0,35,0,999,99,1,1,1,2,9,1,936,995,2,2,2,0,0,2,1,1,1,0,52
240188,20,0,20,0,52,6,2,5,1,1,9,0,999998,998,2,6,3,0,0,1,1,2,1,0,0
240189,20,0,47,0,999,0,1,4,1,1,9,0,625,11,2,1,3,0,0,1,1,1,1,0,20
240190,22,18,20,0,999,6,3,3,1,1,9,0,0,995,1,1,3,0,3,2,1,2,1,0,0
240191,23,0,4,0,48,1,2,8,2,1,9,0,36,11,2,6,1,0,0,1,3,1,1,0,4
240192,21,0,49,0,999,4,3,2,1,1,9,0,0,995,1,1,3,0,0,2,1,2,2,0,0
240193,57,0,26,0,999,5,3,2,1,1,9,0,0,995,1,1,2,0,0,2,1,2,2,0,0
240194,42,0,31,0,999,11,1,5,1,1,9,0,3820,127,2,1,3,0,0,2,1,1,2,0,48
240195,9,0,5,0,999,1,3,5,1,1,9,0,999998,995,0,6,2,0,1,2,1,2,1,0,0
240196,18,0,4,0,999,6,1,8,2,1,9,0,104,108,2,6,1,0,0,1,1,1,1,0,26
240197,5,0,4,0,999,0,3,4,2,1,9,0,999998,995,0,6,2,0,0,2,1,2,1,0,0
240198,12,0,4,0,999,2,3,3,1,1,9,0,999998,995,0,6,1,0,0,1,1,2,2,0,0
240199,7,0,4,0,999,0,3,13,1,1,9,1,999998,995,0,6,1,0,0,1,1,1,2,0,0
240200,19,0,40,0,999,6,1,1,1,1,9,0,300,100,2,6,3,0,0,1,1,1,2,0,20
240201,37,0,23,0,999,6,1,3,1,1,9,0,1189,116,2,1,1,0,0,1,1,2,2,0,52
240202,5,0,4,0,999,0,3,5,1,1,9,0,999998,995,0,6,2,0,0,2,1,1,2,0,0
240203,42,0,4,0,999,0,1,7,2,1,9,0,0,23,2,1,2,0,0,1,3,2,1,0,52
240204,2,0,4,0,999,99,3,3,1,1,9,0,999998,995,0,6,9,0,0,1,1,1,1,0,0
240205,11,0,4,0,999,2,3,6,2,1,9,0,999998,995,0,6,1,0,0,1,1,1,1,0,0
240206,8,0,4,0,999,1,3,7,1,1,9,0,999998,995,0,6,2,0,0,1,1,2,2,0,0
240207,2,0,4,0,999,0,3,5,1,1,9,1,999998,995,0,6,9,0,0,2,1,1,2,0,0
240208,39,0,21,0,999,2,3,3,1,1,9,0,0,995,1,1,9,0,0,1,1,2,2,0,0
240209,17,0,35,0,999,2,3,10,1,1,9,1,0,995,1,6,9,0,0,1,1,2,1,0,0
240210,29,0,4,0,999,2,3,4,1,1,9,0,999998,995,1,6,2,0,0,1,1,2,1,0,0
240211,1,0,4,0,999,0,3,10,1,1,9,1,999998,995,0,6,9,0,0,2,1,1,1,0,0
240212,58,0,39,0,999,2,3,1,1,1,2,0,999998,995,1,6,9,0,0,2,1,1,1,0,0
240213,4,0,4,0,999,99,3,10,1,1,9,1,999998,995,0,6,9,0,0,1,1,2,1,0,0
240214,30,0,5,0,999,2,3,2,2,1,9,0,0,995,1,1,2,0,0,2,1,2,1,0,0
240215,19,0,35,0,999,2,3,3,1,1,9,0,0,995,1,6,3,0,0,2,2,1,2,0,0
240216,59,0,29,0,999,1,3,3,1,1,9,0,0,995,1,1,1,0,0,1,1,1,2,0,0
240217,41,0,5,0,999,2,3,5,1,1,9,0,0,995,1,1,3,0,0,2,1,2,1,0,0
240218,8,0,17,0,999,1,3,9,1,1,9,0,999998,995,0,6,2,0,0,2,1,2,1,0,0
240219,2,0,4,0,999,0,3,6,2,1,9,0,999998,995,0,6,2,0,0,1,3,2,1,0,0
240220,2,0,4,0,999,0,3,5,1,1,9,1,999998,995,0,6,9,0,0,2,1,1,2,0,0
240221,17,0,6,0,999,5,3,5,2,1,9,0,999998,995,1,6,2,0,0,1,1,1,1,0,0
240222,55,0,453,2,999,6,1,3,1,1,9,0,4604,21,2,1,1,0,0,2,1,1,1,0,52
240223,7,0,4,0,999,0,3,11,1,1,9,0,999998,995,0,6,2,0,0,1,1,1,1,0,0
240224,14,0,4,0,999,3,3,9,1,1,9,0,0,995,1,6,2,0,0,1,1,2,2,0,0
240225,31,0,5,0,999,2,1,5,1,1,9,0,500,100,2,6,3,0,0,1,1,1,1,0,36
240226,17,0,4,0,999,2,3,11,2,1,9,0,0,995,1,1,2,0,0,1,3,2,1,0,0
240227,12,0,4,0,999,2,3,6,2,1,9,0,999998,995,0,6,1,0,0,1,3,2,1,0,0
240228,46,0,4,0,999,1,3,5,1,1,9,1,0,995,1,5,2,0,0,1,1,2,1,0,0
240229,8,0,4,0,999,0,3,7,1,1,9,1,999998,995,0,6,1,0,0,2,1,2,1,0,0
240230,0,0,4,0,999,0,3,4,1,1,9,1,999998,995,0,6,1,0,0,1,1,1,1,0,0
240231,3,0,4,0,999,0,3,5,1,1,9,0,999998,995,0,6,9,0,0,1,3,2,1,0,0
240232,44,0,29,0,999,3,1,5,2,1,9,0,900,1,2,1,1,0,0,1,1,1,1,0,30
240233,30,0,48,0,999,2,1,5,2,1,9,0,350,1,2,1,3,0,0,2,1,1,1,0,39
240234,21,0,4,0,999,6,1,1,1,1,9,0,400,5,2,6,9,0,0,2,1,1,1,0,20
240235,25,0,20,0,999,2,3,2,1,1,9,0,0,995,1,1,3,0,0,2,1,2,2,0,0
240236,2,0,4,0,999,0,3,5,1,1,9,0,999998,995,0,6,9,0,0,1,1,2,2,0,0
240237,17,0,4,0,999,5,3,6,1,1,9,0,0,995,1,6,2,0,0,1,1,1,2,0,0
240238,3,0,200,2,999,0,3,5,1,1,9,1,999998,995,0,6,2,0,0,2,1,1,2,0,0
240239,34,0,47,0,999,4,1,6,1,1,9,0,1350,5,2,1,2,0,0,2,1,1,1,0,52
240240,12,0,4,0,999,1,3,3,1,1,9,0,999998,995,0,6,2,0,1,2,1,2,2,0,0
240241,40,0,55,0,999,11,1,3,1,1,9,0,1000,124,2,5,2,0,0,2,1,2,1,0,32
240242,68,0,32,0,999,3,1,3,1,1,9,0,1560,131,2,1,2,0,0,2,1,1,2,0,52
240243,48,0,17,0,999,2,3,3,1,1,9,0,0,995,1,1,2,0,0,2,1,2,2,0,0
240244,17,0,40,0,999,2,3,8,2,1,9,0,0,995,1,1,3,0,0,2,1,2,1,0,0
240245,18,0,4,0,999,7,1,3,1,1,9,0,0,995,2,6,2,0,0,2,1,1,2,0,0
240246,20,0,200,3,999,3,1,8,1,1,9,1,11,122,2,6,1,0,0,1,1,1,1,0,9
240247,40,0,35,0,999,6,1,3,1,1,9,0,540,998,2,1,2,0,0,2,1,1,1,0,52
240248,15,0,4,0,999,0,1,8,2,1,9,0,0,1,2,6,2,0,0,1,3,1,1,0,52
240249,65,0,54,0,999,1,3,3,1,1,9,0,999998,995,1,1,1,0,0,1,1,1,1,0,0
240250,18,0,4,0,999,2,3,7,1,1,9,1,0,995,1,6,1,0,0,1,1,2,1,0,0
240251,14,0,4,0,999,2,3,3,1,1,9,1,0,995,1,6,2,0,0,1,1,1,2,0,0
240252,1,0,4,0,999,0,3,3,2,1,9,0,999998,995,0,6,9,0,0,1,3,1,1,0,0
240253,43,0,4,0,999,2,3,2,1,1,9,0,0,995,1,1,2,0,0,1,1,2,1,0,0
240254,0,0,4,0,999,0,3,4,1,1,9,0,999998,995,0,6,9,0,0,1,1,2,1,0,0
